111.0162	15.5168	1.56
111.0163	15.5169	1.56
111.0163	15.5173	1.57
111.0165	15.5179	1.61
111.0168	15.5181	1.62
111.0168	15.5183	1.64
111.0168	15.5191	1.66
111.017	15.5192	1.66
111.017	15.5192	1.68
111.0171	15.5195	1.7
111.0173	15.5198	1.72
111.0174	15.5201	1.72
111.0175	15.5202	1.78
111.0177	15.5202	1.78
111.0179	15.5207	1.82
111.0188	15.5209	1.83
111.0191	15.5209	1.91
111.0191	15.5209	1.93
111.0192	15.5212	1.95
111.0194	15.5212	1.96
111.0195	15.5216	1.99
111.0198	15.5217	2.04
111.0198	15.5217	2.04
111.02	15.5217	2.07
111.0201	15.5218	2.1
111.021	15.5218	2.1
111.0212	15.5219	2.11
111.0214	15.522	2.14
111.0218	15.5221	2.14
111.022	15.5226	2.16
111.0227	15.5226	2.18
111.0229	15.5226	2.21
111.0229	15.5229	2.26
111.0231	15.5233	2.31
111.0231	15.5236	2.37
111.0234	15.5236	2.47
111.0237	15.5242	2.51
111.0241	15.5242	2.51
111.0243	15.5244	2.53
111.0246	15.5244	2.53
111.0247	15.5244	2.56
111.0248	15.5245	2.58
111.0248	15.5253	2.6
111.0253	15.5253	2.64
111.0255	15.5254	2.68
111.0255	15.5255	2.69
111.0263	15.5256	2.72
111.027	15.5257	2.77
111.0271	15.5258	2.78
111.0275	15.5259	2.78
111.0279	15.5262	2.8
111.0283	15.5262	2.81
111.0283	15.5262	2.85
111.0284	15.5268	2.87
111.0288	15.5269	2.89
111.0291	15.527	2.92
111.03	15.5271	2.94
111.03	15.5276	2.95
111.03	15.5278	2.95
111.0304	15.5279	2.98
111.0304	15.5281	2.98
111.0308	15.5284	3.02
111.0309	15.5284	3.06
111.0311	15.5289	3.06
111.0312	15.5293	3.07
111.0324	15.5295	3.11
111.0324	15.5297	3.11
111.0325	15.5297	3.14
111.0325	15.5301	3.15
111.0325	15.5303	3.21
111.0328	15.5304	3.23
111.0329	15.5304	3.25
111.0333	15.5305	3.27
111.0334	15.5309	3.28
111.0338	15.5309	3.28
111.0338	15.531	3.29
111.0339	15.5312	3.29
111.0341	15.5314	3.3
111.0342	15.5316	3.34
111.0346	15.5317	3.39
111.0346	15.5318	3.4
111.0347	15.5326	3.4
111.0353	15.533	3.41
111.0354	15.5331	3.42
111.0358	15.5336	3.45
111.0361	15.5337	3.45
111.0361	15.5338	3.54
111.0367	15.5343	3.58
111.0373	15.5351	3.58
111.0374	15.5351	3.62
111.0375	15.5353	3.64
111.0375	15.5354	3.64
111.0376	15.5355	3.65
111.0376	15.5355	3.67
111.0376	15.5355	3.68
111.0379	15.5356	3.7
111.0379	15.5358	3.71
111.038	15.5358	3.71
111.038	15.5358	3.72
111.0385	15.5359	3.74
111.0385	15.536	3.75
111.0387	15.536	3.81
111.039	15.536	3.84
111.0391	15.536	3.88
111.0394	15.5361	3.89
111.0398	15.5366	3.9
111.0407	15.5372	3.92
111.0412	15.5376	3.96
111.0413	15.538	3.97
111.0415	15.5381	3.97
111.0416	15.5383	4.0
111.0418	15.5383	4.02
111.0418	15.5384	4.06
111.0419	15.54	4.07
111.0428	15.5401	4.08
111.0429	15.5402	4.11
111.0431	15.5402	4.14
111.0432	15.5405	4.15
111.0439	15.5412	4.2
111.044	15.5412	4.22
111.0441	15.5416	4.22
111.0442	15.5417	4.23
111.0444	15.5417	4.24
111.0448	15.5418	4.25
111.0449	15.5422	4.25
111.0451	15.5423	4.28
111.0451	15.5427	4.33
111.0452	15.5427	4.34
111.0454	15.543	4.37
111.0454	15.5431	4.41
111.0456	15.5436	4.43
111.0457	15.5442	4.45
111.0458	15.5443	4.46
111.0459	15.5449	4.47
111.0459	15.5449	4.52
111.0461	15.545	4.53
111.0463	15.5451	4.57
111.0464	15.5455	4.6
111.0465	15.5456	4.6
111.0466	15.5457	4.62
111.0469	15.5459	4.65
111.0471	15.5461	4.66
111.0471	15.5461	4.68
111.0472	15.5463	4.71
111.0476	15.5465	4.71
111.048	15.5467	4.77
111.0483	15.5467	4.78
111.0483	15.5468	4.79
111.0484	15.5473	4.8
111.0485	15.5475	4.86
111.0486	15.5479	4.87
111.0492	15.548	4.91
111.0494	15.5481	4.93
111.0496	15.5481	4.94
111.0498	15.5482	4.96
111.0499	15.5484	4.98
111.0501	15.5487	4.98
111.0503	15.5489	4.98
111.0505	15.5489	4.98
111.0505	15.549	5.02
111.0507	15.5491	5.03
111.0509	15.5493	5.08
111.0513	15.5494	5.09
111.0518	15.5498	5.15
111.0522	15.55	5.15
111.0522	15.5502	5.19
111.0523	15.5505	5.28
111.0535	15.5505	5.31
111.0538	15.5508	5.33
111.0538	15.5511	5.34
111.0538	15.5512	5.37
111.0539	15.5512	5.42
111.0547	15.5512	5.43
111.0548	15.5517	5.46
111.0549	15.5518	5.47
111.0555	15.5519	5.49
111.0557	15.5523	5.49
111.0558	15.5526	5.49
111.0561	15.5527	5.5
111.0566	15.553	5.52
111.0572	15.5533	5.53
111.0572	15.5533	5.56
111.058	15.5534	5.57
111.058	15.5537	5.57
111.058	15.5538	5.63
111.0589	15.5539	5.64
111.0589	15.5541	5.65
111.059	15.5542	5.7
111.0592	15.5548	5.73
111.0592	15.5549	5.73
111.0601	15.555	5.78
111.0607	15.5552	5.78
111.0613	15.5554	5.78
111.0617	15.5554	5.8
111.062	15.5555	5.82
111.0622	15.5556	5.83
111.0623	15.5557	5.86
111.0625	15.5557	5.87
111.0625	15.5558	5.89
111.0629	15.5559	5.9
111.063	15.556	5.91
111.0634	15.5563	5.96
111.0634	15.5564	5.97
111.0635	15.5567	5.98
111.0636	15.557	5.99
111.0637	15.557	6.04
111.0637	15.557	6.07
111.0641	15.557	6.07
111.0645	15.5571	6.11
111.0648	15.5576	6.13
111.0652	15.558	6.14
111.0653	15.5584	6.16
111.0653	15.5585	6.25
111.0657	15.5588	6.26
111.0658	15.5589	6.29
111.0659	15.5592	6.29
111.0659	15.5592	6.29
111.0662	15.5593	6.29
111.0664	15.5593	6.31
111.067	15.5594	6.32
111.0678	15.5595	6.32
111.0679	15.5599	6.33
111.068	15.56	6.35
111.0681	15.56	6.37
111.0681	15.5601	6.39
111.0683	15.5602	6.39
111.0686	15.5605	6.4
111.0689	15.5607	6.42
111.069	15.5607	6.44
111.0691	15.5613	6.47
111.0692	15.5618	6.5
111.0693	15.5618	6.55
111.0697	15.5624	6.57
111.0697	15.5625	6.57
111.0698	15.5626	6.61
111.0705	15.5627	6.62
111.0706	15.5628	6.65
111.0706	15.563	6.66
111.0714	15.5633	6.67
111.0716	15.5634	6.7
111.072	15.5635	6.7
111.0725	15.5638	6.71
111.0728	15.5638	6.72
111.0729	15.564	6.76
111.0732	15.5641	6.78
111.0734	15.5642	6.8
111.0734	15.5646	6.82
111.0735	15.5647	6.82
111.0735	15.5649	6.83
111.0736	15.565	6.86
111.0742	15.5652	6.89
111.0749	15.5654	6.98
111.0749	15.5654	6.99
111.0749	15.5656	7.0
111.075	15.5658	7.02
111.0751	15.566	7.04
111.0751	15.5665	7.06
111.0752	15.5666	7.08
111.0753	15.567	7.13
111.0754	15.5671	7.13
111.0754	15.5672	7.14
111.0757	15.5673	7.15
111.0758	15.5674	7.15
111.0759	15.5675	7.16
111.0759	15.5675	7.18
111.0759	15.5675	7.21
111.076	15.5684	7.21
111.077	15.5685	7.23
111.0773	15.5689	7.3
111.0778	15.569	7.35
111.078	15.5691	7.41
111.0782	15.5693	7.42
111.0784	15.5696	7.44
111.0785	15.5699	7.45
111.0787	15.5706	7.45
111.0787	15.5707	7.48
111.0789	15.5709	7.49
111.0791	15.571	7.5
111.0795	15.5714	7.5
111.0801	15.5715	7.51
111.0801	15.5717	7.55
111.0802	15.5718	7.55
111.0803	15.5718	7.59
111.0806	15.5719	7.59
111.0811	15.5722	7.6
111.0814	15.5728	7.61
111.0814	15.5728	7.61
111.0816	15.573	7.63
111.0816	15.5733	7.63
111.0818	15.5734	7.66
111.0818	15.5737	7.67
111.0819	15.5737	7.69
111.0821	15.5738	7.7
111.0821	15.5741	7.71
111.0825	15.5743	7.71
111.083	15.5743	7.73
111.0831	15.5744	7.74
111.0832	15.5745	7.75
111.0832	15.575	7.75
111.0835	15.575	7.76
111.0835	15.5752	7.82
111.0837	15.5753	7.83
111.0842	15.5754	7.83
111.0842	15.5754	7.86
111.0843	15.5763	7.87
111.0844	15.5765	7.87
111.0848	15.5767	7.88
111.0848	15.5768	7.92
111.0851	15.5771	7.93
111.0857	15.5772	7.96
111.0857	15.5776	7.96
111.0864	15.5777	7.99
111.0864	15.5781	8.0
111.0867	15.5782	8.0
111.0867	15.5785	8.0
111.0868	15.5786	8.01
111.0869	15.5787	8.05
111.0877	15.5791	8.06
111.0883	15.5794	8.07
111.0884	15.5794	8.11
111.0887	15.5795	8.11
111.0887	15.5797	8.13
111.0887	15.5797	8.14
111.0889	15.5798	8.14
111.0889	15.5798	8.16
111.0889	15.58	8.18
111.089	15.5801	8.21
111.0895	15.5803	8.24
111.0898	15.5813	8.27
111.0903	15.5821	8.29
111.0904	15.5821	8.33
111.0909	15.5823	8.35
111.0909	15.5824	8.36
111.0911	15.5829	8.39
111.0914	15.583	8.39
111.0915	15.5832	8.42
111.092	15.5836	8.45
111.0921	15.5842	8.45
111.0924	15.5847	8.49
111.0925	15.5849	8.5
111.0932	15.5849	8.55
111.0937	15.585	8.55
111.0938	15.5854	8.56
111.0939	15.5854	8.62
111.0939	15.5854	8.64
111.094	15.5855	8.65
111.0945	15.5857	8.65
111.0949	15.5858	8.66
111.0952	15.5858	8.68
111.0956	15.586	8.69
111.0964	15.586	8.69
111.097	15.5861	8.72
111.0975	15.5861	8.75
111.0976	15.5862	8.76
111.0977	15.5865	8.77
111.0978	15.5865	8.78
111.0978	15.5869	8.79
111.0981	15.5871	8.79
111.0981	15.5871	8.79
111.0985	15.5872	8.8
111.0986	15.5874	8.83
111.0987	15.5876	8.83
111.0988	15.5877	8.85
111.0989	15.588	8.85
111.0996	15.5882	8.87
111.0997	15.5884	8.89
111.1	15.5886	8.89
111.1001	15.5889	8.89
111.1001	15.5889	8.93
111.1001	15.5891	8.93
111.1003	15.5891	8.94
111.1004	15.5891	8.94
111.1009	15.5895	8.97
111.1009	15.5896	8.98
111.1011	15.5899	9.03
111.1015	15.59	9.08
111.1017	15.5902	9.1
111.1019	15.5902	9.13
111.102	15.5903	9.16
111.1022	15.5907	9.17
111.1023	15.5908	9.23
111.1026	15.5909	9.27
111.1029	15.5914	9.28
111.103	15.5915	9.29
111.1031	15.5915	9.3
111.1031	15.5924	9.3
111.1032	15.5925	9.31
111.1033	15.5926	9.31
111.1036	15.5927	9.32
111.104	15.5929	9.33
111.1043	15.593	9.33
111.1051	15.5931	9.39
111.1053	15.5933	9.42
111.1058	15.5934	9.43
111.1059	15.5936	9.46
111.106	15.5938	9.47
111.1061	15.5939	9.49
111.1063	15.5942	9.52
111.1065	15.5947	9.53
111.1065	15.5947	9.59
111.1065	15.595	9.59
111.107	15.595	9.63
111.1072	15.5951	9.63
111.1075	15.5952	9.65
111.1081	15.5953	9.66
111.1081	15.5955	9.69
111.1082	15.5958	9.71
111.1083	15.596	9.71
111.1083	15.5961	9.73
111.1085	15.5964	9.74
111.1086	15.5965	9.75
111.1089	15.5966	9.76
111.1091	15.5966	9.76
111.1099	15.5967	9.88
111.1101	15.5967	9.89
111.1104	15.5968	9.89
111.1104	15.5969	9.9
111.1107	15.597	9.92
111.1109	15.5972	9.93
111.111	15.5972	9.95
111.1111	15.5974	9.95
111.1113	15.598	10.03
111.1114	15.5981	10.04
111.1119	15.5982	10.06
111.1121	15.5991	10.1
111.1121	15.5993	10.11
111.1127	15.5994	10.11
111.113	15.5995	10.12
111.1132	15.5996	10.12
111.1134	15.5998	10.13
111.1136	15.5998	10.15
111.1136	15.5999	10.15
111.1138	15.601	10.17
111.1138	15.6012	10.18
111.1141	15.6019	10.19
111.1143	15.602	10.2
111.1143	15.6021	10.22
111.1147	15.6022	10.28
111.1148	15.6023	10.29
111.1152	15.6028	10.3
111.1155	15.6029	10.33
111.1161	15.6031	10.33
111.1165	15.6038	10.34
111.1166	15.6041	10.34
111.118	15.6051	10.36
111.1183	15.6053	10.36
111.1185	15.6053	10.37
111.1186	15.6053	10.38
111.1189	15.6054	10.4
111.1189	15.6054	10.43
111.1191	15.6055	10.43
111.1194	15.6056	10.43
111.1194	15.6056	10.45
111.1195	15.6057	10.46
111.1198	15.6058	10.47
111.1201	15.6067	10.48
111.1201	15.6069	10.5
111.1202	15.607	10.5
111.1204	15.6073	10.51
111.1204	15.6076	10.57
111.1212	15.6076	10.6
111.1213	15.6077	10.61
111.1213	15.6079	10.62
111.1216	15.6083	10.62
111.1217	15.6084	10.63
111.1217	15.6084	10.67
111.1224	15.6085	10.67
111.1225	15.609	10.71
111.1227	15.6093	10.73
111.1229	15.6093	10.75
111.1232	15.6094	10.75
111.1232	15.6095	10.78
111.1235	15.6095	10.78
111.1236	15.6098	10.78
111.1241	15.6101	10.79
111.1242	15.6102	10.84
111.1244	15.6103	10.9
111.1248	15.6107	10.9
111.1248	15.6108	11.0
111.1249	15.611	11.0
111.1252	15.611	11.02
111.1254	15.6111	11.03
111.1256	15.6111	11.06
111.1257	15.6112	11.12
111.1263	15.6113	11.16
111.1267	15.6113	11.16
111.127	15.6113	11.17
111.1279	15.6115	11.18
111.128	15.6117	11.19
111.1281	15.6119	11.21
111.1281	15.6119	11.24
111.1282	15.6128	11.3
111.1287	15.6129	11.3
111.1287	15.6131	11.31
111.1289	15.6131	11.32
111.1293	15.6137	11.32
111.1293	15.6138	11.33
111.1301	15.6149	11.36
111.1301	15.6152	11.45
111.1306	15.6153	11.47
111.131	15.6156	11.47
111.1311	15.616	11.48
111.1311	15.616	11.48
111.1314	15.6162	11.5
111.1315	15.6162	11.51
111.1317	15.6168	11.54
111.1322	15.6171	11.55
111.1328	15.6172	11.55
111.1333	15.6174	11.55
111.1337	15.618	11.58
111.134	15.6184	11.59
111.134	15.6186	11.6
111.134	15.6194	11.62
111.1345	15.6199	11.66
111.1347	15.62	11.67
111.1351	15.62	11.67
111.1353	15.62	11.68
111.1355	15.6201	11.69
111.1363	15.6204	11.7
111.1364	15.6205	11.7
111.1365	15.6206	11.72
111.1366	15.621	11.73
111.1366	15.6212	11.75
111.1368	15.6212	11.75
111.1368	15.6213	11.77
111.1368	15.6214	11.77
111.1369	15.6219	11.77
111.1371	15.6223	11.78
111.1372	15.623	11.78
111.1373	15.6231	11.78
111.1376	15.6232	11.79
111.1377	15.6232	11.79
111.1379	15.6237	11.79
111.1388	15.624	11.8
111.1388	15.624	11.82
111.1388	15.624	11.83
111.1391	15.6242	11.85
111.1392	15.6244	11.87
111.1392	15.6244	11.93
111.1392	15.6245	11.94
111.1397	15.6245	11.98
111.1398	15.6249	12.03
111.1398	15.6256	12.05
111.1399	15.6257	12.09
111.1405	15.6258	12.13
111.1407	15.6261	12.14
111.1407	15.6265	12.14
111.1408	15.6268	12.2
111.1413	15.6268	12.24
111.1413	15.6269	12.25
111.1421	15.6272	12.26
111.1423	15.6274	12.31
111.1423	15.6275	12.32
111.1424	15.6275	12.33
111.1425	15.6277	12.35
111.1426	15.6278	12.37
111.1426	15.6281	12.43
111.1429	15.6281	12.44
111.143	15.6283	12.46
111.1433	15.6284	12.46
111.1437	15.6292	12.46
111.1438	15.6294	12.48
111.144	15.6295	12.48
111.1441	15.6299	12.5
111.1442	15.6301	12.56
111.1445	15.6302	12.57
111.1446	15.6305	12.62
111.1448	15.6305	12.64
111.1449	15.6305	12.65
111.1449	15.6311	12.67
111.1457	15.6312	12.68
111.1462	15.6313	12.68
111.1463	15.6315	12.7
111.1467	15.6317	12.7
111.1467	15.6318	12.72
111.147	15.6319	12.73
111.1473	15.632	12.73
111.1474	15.6324	12.77
111.1476	15.6327	12.77
111.1479	15.6329	12.8
111.1484	15.633	12.81
111.1485	15.6333	12.85
111.1485	15.6333	12.87
111.1489	15.6335	12.88
111.1491	15.6337	12.89
111.1493	15.6339	12.91
111.1493	15.6348	12.93
111.1494	15.6348	12.95
111.15	15.635	13.04
111.1502	15.635	13.04
111.1502	15.6351	13.08
111.1504	15.6351	13.1
111.1506	15.6351	13.12
111.1506	15.6353	13.13
111.1506	15.6355	13.14
111.1508	15.6356	13.14
111.1509	15.6359	13.14
111.151	15.636	13.16
111.1512	15.6363	13.19
111.1515	15.6364	13.21
111.1516	15.6365	13.21
111.1518	15.6368	13.22
111.152	15.6369	13.24
111.1525	15.6372	13.3
111.1525	15.6373	13.3
111.1526	15.6375	13.34
111.1528	15.6376	13.35
111.1528	15.638	13.39
111.1529	15.6381	13.41
111.1531	15.6383	13.42
111.1532	15.6387	13.42
111.1532	15.6388	13.43
111.1535	15.6392	13.48
111.154	15.6397	13.48
111.1544	15.6398	13.52
111.1545	15.64	13.53
111.1548	15.6405	13.54
111.1554	15.6407	13.56
111.1558	15.6408	13.58
111.1559	15.6408	13.59
111.156	15.6408	13.59
111.1562	15.6408	13.6
111.1562	15.6409	13.63
111.1564	15.641	13.64
111.1565	15.6413	13.64
111.1566	15.6415	13.66
111.1569	15.6419	13.67
111.157	15.642	13.68
111.157	15.6423	13.75
111.1573	15.6424	13.83
111.1576	15.6425	13.9
111.1582	15.6427	13.91
111.1583	15.6428	13.93
111.1588	15.6429	13.94
111.159	15.643	13.97
111.1591	15.6432	13.98
111.1591	15.6433	14.01
111.16	15.6434	14.02
111.1601	15.6435	14.03
111.1604	15.6438	14.07
111.1605	15.6439	14.07
111.1605	15.6441	14.08
111.1607	15.6442	14.12
111.161	15.6442	14.14
111.1614	15.6447	14.15
111.1614	15.6448	14.16
111.1616	15.645	14.18
111.1622	15.6451	14.19
111.1624	15.6453	14.2
111.1624	15.6458	14.24
111.163	15.6458	14.3
111.1631	15.6462	14.31
111.1631	15.6465	14.32
111.1632	15.6466	14.34
111.1632	15.6467	14.34
111.1633	15.6467	14.35
111.1635	15.6467	14.37
111.1639	15.6472	14.41
111.1647	15.6474	14.48
111.1648	15.6475	14.48
111.1654	15.6479	14.48
111.166	15.6479	14.52
111.1661	15.6479	14.53
111.1663	15.648	14.53
111.1665	15.6481	14.53
111.1667	15.6484	14.54
111.1669	15.6484	14.62
111.1669	15.6485	14.63
111.167	15.6487	14.68
111.1673	15.6488	14.77
111.1675	15.6493	14.78
111.1676	15.6497	14.82
111.1677	15.6497	14.83
111.168	15.6501	14.84
111.168	15.6502	14.84
111.1682	15.6505	14.86
111.1684	15.6509	14.88
111.1685	15.6511	14.88
111.1686	15.6511	14.88
111.169	 15.6513	14.9
111.1691	15.6514	14.92
111.1691	15.6516	14.92
111.1694	15.6516	14.94
111.1696	15.6518	14.98
111.1698	15.6523	14.99
111.1702	15.6523	15.0
111.1709	15.6523	15.02
111.1711	15.6526	15.04
111.1722	15.6531	15.05
111.1723	15.6533	15.05
111.1724	15.6537	15.07
111.1726	15.654	15.1
111.1727	15.6541	15.11
111.1727	15.655	15.16
111.1727	15.6552	15.16
111.1731	15.6553	15.17
111.1732	15.6554	15.18
111.1736	15.6557	15.2
111.1737	15.6557	15.21
111.1738	15.656	15.24
111.1743	15.6561	15.24
111.1744	15.6572	15.25
111.1747	15.6572	15.26
111.1751	15.6575	15.27
111.1753	15.6577	15.29
111.1754	15.6577	15.3
111.1758	15.6579	15.3
111.1761	15.6581	15.33
111.1763	15.6583	15.34
111.1763	15.6585	15.36
111.1766	15.6585	15.36
111.1769	15.6587	15.39
111.177	15.6588	15.4
111.1774	15.6589	15.42
111.1777	15.6595	15.43
111.1779	15.6597	15.43
111.1784	15.6598	15.44
111.1786	15.6602	15.46
111.1786	15.6602	15.52
111.1789	15.6603	15.58
111.1791	15.6604	15.62
111.1795	15.6605	15.65
111.1797	15.6609	15.69
111.1799	15.6613	15.7
111.1801	15.6615	15.72
111.1802	15.6615	15.75
111.1807	15.6616	15.77
111.1808	15.6616	15.79
111.1809	15.6621	15.82
111.181	15.6622	15.92
111.1811	15.6624	15.93
111.1812	15.6629	15.93
111.1812	15.663	15.94
111.1815	15.663	15.94
111.1819	15.6633	15.94
111.182	15.6634	15.96
111.182	15.6636	15.96
111.1821	15.6638	15.98
111.1821	15.6638	16.0
111.1827	15.6641	16.01
111.1829	15.6645	16.02
111.1831	15.6648	16.04
111.1832	15.6653	16.05
111.1833	15.6654	16.08
111.1834	15.6654	16.09
111.1834	15.6658	16.11
111.1835	15.6658	16.11
111.1836	15.6665	16.13
111.184	15.6666	16.14
111.184	15.6667	16.15
111.1841	15.6667	16.15
111.1841	15.6668	16.16
111.1847	15.6671	16.19
111.185	15.6672	16.2
111.1862	15.6673	16.2
111.1867	15.6674	16.21
111.1868	15.6675	16.21
111.1868	15.6675	16.21
111.1869	15.668	16.23
111.1883	15.668	16.23
111.1883	15.6681	16.26
111.1888	15.6682	16.28
111.1889	15.6682	16.29
111.1889	15.6686	16.3
111.1891	15.6686	16.3
111.1894	15.6691	16.33
111.1894	15.6692	16.34
111.1896	15.6692	16.34
111.1896	15.6692	16.34
111.1899	15.6695	16.37
111.19	15.6696	16.39
111.1902	15.6697	16.43
111.1903	15.6698	16.5
111.1905	15.6699	16.52
111.1906	15.6699	16.57
111.1907	15.6703	16.57
111.1907	15.6704	16.6
111.1913	15.671	16.61
111.1915	15.6712	16.62
111.1918	15.6712	16.63
111.1922	15.6714	16.64
111.1924	15.6714	16.65
111.1928	15.6716	16.67
111.1931	15.6719	16.7
111.1931	15.6723	16.73
111.1935	15.6724	16.74
111.1936	15.6726	16.74
111.1939	15.673	16.75
111.194	15.6732	16.76
111.1943	15.6737	16.78
111.1954	15.6741	16.79
111.1955	15.6745	16.8
111.1956	15.6746	16.84
111.1957	15.6746	16.85
111.196	15.6751	16.87
111.1963	15.6751	16.87
111.1966	15.6753	16.88
111.1972	15.6756	16.91
111.1973	15.676	16.94
111.1979	15.6764	16.94
111.1979	15.6764	16.98
111.1985	15.6769	17.0
111.1989	15.677	17.02
111.1993	15.677	17.04
111.1993	15.6771	17.05
111.1994	15.6772	17.1
111.1995	15.6775	17.1
111.1995	15.6776	17.12
111.1997	15.6778	17.14
111.1998	15.6781	17.14
111.2	15.6782	17.15
111.2005	15.6783	17.19
111.201	15.679	17.2
111.2013	15.679	17.24
111.2013	15.6791	17.27
111.2016	15.6794	17.28
111.202	15.6798	17.29
111.2022	15.6801	17.3
111.2022	15.6801	17.31
111.2024	15.6801	17.35
111.2027	15.6802	17.38
111.2028	15.6805	17.39
111.2032	15.6805	17.42
111.2037	15.6807	17.47
111.2039	15.6808	17.47
111.2041	15.6809	17.48
111.2043	15.6809	17.49
111.2045	15.6809	17.52
111.2046	15.6812	17.54
111.2046	15.6813	17.54
111.2046	15.6816	17.55
111.2047	15.6821	17.57
111.2049	15.6822	17.59
111.2052	15.6822	17.6
111.2053	15.6822	17.64
111.2053	15.6823	17.68
111.2054	15.6826	17.71
111.2054	15.6828	17.72
111.2054	15.6829	17.74
111.2058	15.6829	17.79
111.2058	15.6832	17.8
111.2059	15.6834	17.8
111.2061	15.6835	17.84
111.2061	15.6836	17.86
111.2063	15.6838	17.88
111.207	15.6839	17.9
111.2076	15.6841	17.9
111.2077	15.6841	17.92
111.2078	15.6841	18.01
111.2079	15.6845	18.02
111.2083	15.6849	18.03
111.2083	15.6853	18.05
111.2086	15.6854	18.09
111.2091	15.6858	18.1
111.2094	15.686	18.1
111.2099	15.6862	18.2
111.2103	15.6864	18.21
111.2105	15.6877	18.22
111.2106	15.6879	18.23
111.2107	15.6883	18.26
111.2108	15.6885	18.34
111.2108	15.6885	18.34
111.211	15.6886	18.4
111.2111	15.6889	18.43
111.2113	15.6891	18.44
111.2113	15.6895	18.45
111.2117	15.6896	18.47
111.2118	15.69	18.48
111.2121	15.6909	18.49
111.2122	15.6914	18.5
111.2123	15.6914	18.51
111.2125	15.6915	18.52
111.2126	15.6915	18.52
111.2129	15.6917	18.52
111.213	15.6917	18.58
111.2132	15.6923	18.61
111.2133	15.6925	18.63
111.2135	15.6927	18.64
111.2139	15.693	18.65
111.2145	15.6938	18.66
111.2146	15.694	18.67
111.2148	15.6946	18.68
111.2154	15.6948	18.74
111.2157	15.6951	18.79
111.2157	15.6953	18.79
111.2159	15.6954	18.79
111.2162	15.6959	18.8
111.2164	15.696	18.81
111.2166	15.6961	18.83
111.2169	15.6963	18.87
111.217	15.6965	18.87
111.2171	15.6966	18.89
111.2172	15.6968	18.93
111.2174	15.697	18.96
111.218	15.6971	18.97
111.2186	15.6975	18.98
111.2186	15.6976	18.98
111.2188	15.6979	19.01
111.2189	15.698	19.02
111.219	15.6982	19.02
111.2192	15.6987	19.03
111.2193	15.6992	19.03
111.2194	15.6992	19.08
111.2197	15.6993	19.1
111.2197	15.6993	19.14
111.2203	15.6995	19.19
111.2207	15.6996	19.2
111.2208	15.6999	19.24
111.2213	15.7001	19.25
111.2213	15.7004	19.26
111.2213	15.7004	19.27
111.2213	15.7004	19.28
111.2215	15.7005	19.29
111.2215	15.7005	19.35
111.2223	15.7006	19.38
111.2226	15.7008	19.39
111.2227	15.7011	19.4
111.2227	15.7011	19.41
111.2229	15.7011	19.41
111.223	15.7011	19.45
111.2231	15.7013	19.46
111.2231	15.7015	19.47
111.2232	15.7015	19.49
111.2233	15.7019	19.49
111.2234	15.7019	19.56
111.2242	15.702	19.56
111.2244	15.7021	19.57
111.2245	15.7021	19.65
111.2246	15.7022	19.68
111.2247	15.7023	19.68
111.2249	15.7025	19.69
111.2252	15.7027	19.7
